title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,url,categoryName,
Kost Putri Raden Patah,4.5,27,Jl. Raden Patah No.41J,Bandung City,West Java,ID,,+62 877-2798-5968,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Raden%20Patah&query_place_id=ChIJTV_mGVbmaC4R7AGGPjRywLs,Boarding house,
Kost Putri Bu Herman,5,9,Jl. Pelesiran Gg. Abah Mardi No.92/56,Bandung City,West Java,ID,,+62 822-3366-6800,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Bu%20Herman&query_place_id=ChIJfTrs8hnnaC4RmIS9kCPQT20,Housing complex,
Kos Putri Imam Bonjol Dago,4.6,18,Jl. Imam Bonjol No.18,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Imam%20Bonjol%20Dago&query_place_id=ChIJ60i0b8jnaC4RIT9QZJ5QFo0,Boarding house,
kost Putri ibu Ema,4.3,6,"Jl. Pelesiran, no.120B, Gg. Abahwinata 56, RT.01/RW.06",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20Putri%20ibu%20Ema&query_place_id=ChIJp7sc8VrmaC4RMEi64Xx_AtM,Boarding house,
Kost Putra HIKMAH D4,4.3,4,Jl. Tubagus Ismail Dalam No.29 RT.04/07,Bandung City,West Java,ID,,+62 821-1889-8030,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20HIKMAH%20D4&query_place_id=ChIJDUor6wXnaC4RDFIA80-KLSM,Lodge,
Kosan Mang Dadang,4.8,8,"Jalan Ir. H. Juanda Gang, Jl. Babakan Muncang Kidul No.28",Bandung City,West Java,ID,,+62 813-2175-3097,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Mang%20Dadang&query_place_id=ChIJwTCqiPvmaC4RZ4Qpv5LVezM,Guest house,
Kost Putra Burger 9,4.9,7,Jl. Burung Gereja No.9,Bandung City,West Java,ID,,+62 838-1771-9633,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Burger%209&query_place_id=ChIJeZv0ecHnaC4RlWpDhceZtoc,Boarding house,
Pondok Indah Kost Tubagus Ismail,4.4,24,Jl. Tubagus Ismail I No.14,Bandung City,West Java,ID,,+62 817-7928-7616,Student housing center,Student dormitory,,,,,,https://www.google.com/maps/search/?api=1&query=Pondok%20Indah%20Kost%20Tubagus%20Ismail&query_place_id=ChIJ5TBRyFnnaC4RxvOocobo5E8,Student housing center,
Kost Bu Gita,4.8,16,Haur mekar E 11 Coblong Kota Bandung Jawa Bandung,Bandung City,West Java,ID,,+62 878-2973-0269,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Gita&query_place_id=ChIJl0nyXVPmaC4RtzH6nujEWOM,Boarding house,
Kosan Putra Bpk Paino,3.7,3,Jl. Sekeloa Jl. Kubang Sari IV No.7,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putra%20Bpk%20Paino&query_place_id=ChIJk91hHQ_naC4RkVJC6wwYVIc,Homestay,
Rumah Kost 35,4.5,4,Jl. Cisitu Baru No.35,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%2035&query_place_id=ChIJkfU8kkznaC4RfGjNQWA6xuI,Boarding house,
Kost Putri Bumi Lestari Dago Bandung,5,4,Jl. Tubagus Ismail - Depan No.74,Bandung City,West Java,ID,,+62 859-5899-4389,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Bumi%20Lestari%20Dago%20Bandung&query_place_id=ChIJrTWI-MPnaC4R7EW3Nl0FFrQ,Boarding house,
putri kos,3.7,3,"Jl. Cisitu Baru No.Dalam, RW.5",Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=putri%20kos&query_place_id=ChIJaTAiqPnmaC4RC_AscghsnK8,Lodging,
KOST PUTRI HABIBIE,4.9,7,Gg. Cisitu Lama II No.128,Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20HABIBIE&query_place_id=ChIJr6S2rfDnaC4Rlv07EUudeZA,Housing complex,
Kost An-Nisa (khusus putri),5,17,"Gg. Tilil I No.251/144c, RT.004/RW.001",Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-annisa-kost-cibeunying-kaler-bandung-1#/,+62 822-1411-9419,Boarding house,Homestay,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20An-Nisa%20(khusus%20putri)&query_place_id=ChIJD7wczMHnaC4R5Ctd45Q14ig,Boarding house,
Kost Putri Dago,5,2,Jl. Ir. H. Juanda No.291,Bandung City,West Java,ID,,+62 856-2400-0208,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Dago&query_place_id=ChIJLRTQlfzmaC4RI2cb7lwvNQo,Boarding house,
Kost Bumi Katineung - Khusus Putri,4.8,22,"Jl. Cisitu Lama No.36/160A, RT.05/RW.12",Bandung City,West Java,ID,,+62 818-0914-9043,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bumi%20Katineung%20-%20Khusus%20Putri&query_place_id=ChIJL49mnj3naC4RbjtwVJRQOlA,Homestay,
Oemah Putri Kos,4.9,14,Jl. Dago Asri V No.3,Bandung City,West Java,ID,,+62 22 2500380,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Oemah%20Putri%20Kos&query_place_id=ChIJiSsHdfvmaC4RzZprcWwGh8Q,Boarding house,
Kos Putri Pondok madania,4.3,17,"s, Jl. Tamansari Gg. H. Unen Sumantri, RT.07/RW.13, no5a/59",Bandung City,West Java,ID,,+62 813-2230-2868,Indoor lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Pondok%20madania&query_place_id=ChIJK11seuXnaC4RvEarixflTWk,Indoor lodging,
D'Resik Kos Putri,5,1,Jl. Tubagus Ismail Dalam No.20B,Bandung City,West Java,ID,,+62 812-2044-4892,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=D'Resik%20Kos%20Putri&query_place_id=ChIJqYJKCoXnaC4RKuXujgn30e8,Boarding house,
Kost putri maya dago,5,1,Jl. Dago No.296,Bandung City,West Java,ID,,+62 896-4635-2311,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20putri%20maya%20dago&query_place_id=ChIJM7lZmRjnaC4RmarhuNI4gG4,Hotel,
Lavender Home Kost Putri,5,9,Jl. Tengku Angkasa No.40,Bandung City,West Java,ID,,+62 817-228-988,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Lavender%20Home%20Kost%20Putri&query_place_id=ChIJrc52hD3naC4RImblI9cJk8c,Boarding house,
Kost Muslimah Putri,,,Jl. Tubagus Ismail Bawah No.9,Bandung City,West Java,ID,,,Vacation home rental agency,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Muslimah%20Putri&query_place_id=ChIJzc42puznaC4RLxQw-Mlt-dM,Vacation home rental agency,
Wisma Cirebon Kost Putri,2.8,36,Jl. Sekeloa Utara 1 No.5,Bandung City,West Java,ID,,+62 812-2320-8540,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Wisma%20Cirebon%20Kost%20Putri&query_place_id=ChIJawB56cHnaC4RfJUzgHsFebY,Homestay,
Kost Putri Ciheulang 91,5,5,Jl. Ciheulang No.91,Bandung City,West Java,ID,,,Lodge,Corporate office,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Ciheulang%2091&query_place_id=ChIJy_koXyXnaC4R1u2e5_FwwYY,Lodge,
kost putri,5,8,Jl. Kanayakan No.39,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20putri&query_place_id=ChIJxZULDXnnaC4RzlP2f5K-JrE,Homestay,
Kos putri muslimah ibu nonon,5,3,Gg. Cisitu Lama I No.7,Bandung City,West Java,ID,,+62 812-2036-0436,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20putri%20muslimah%20ibu%20nonon&query_place_id=ChIJYyD7VIbnaC4R3ZU0lNxRgEU,Lodge,
Kost Sigma 19A,4.5,43,Jl. Tubagus Ismail Dalam No.19a,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-sigma-tubagus-ismail-dago-coblong-bandung-rmz,+62 822-1523-6666,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Sigma%2019A&query_place_id=ChIJYRtF693naC4RTwrkAxJDkoA,Boarding house,
Kosan Putra Palm Palace,5,9,Jl. Pelesiran No.9,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putra%20Palm%20Palace&query_place_id=ChIJmzzWCiXnaC4RLDscFPxxkDw,Hotel,
Kost Putra Palm House Baru,4,4,"4J43+JQ6, Jl. Pelesiran Gang H Iyos",Bandung City,West Java,ID,,+62 22 70784486,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Palm%20House%20Baru&query_place_id=ChIJCwgaqFvmaC4RKghqg5p4zVg,Extended stay hotel,
Zhafran Kos Putra,,,Jl. Cisitu Baru No.65,Bandung City,West Java,ID,,+62 812-2018-3189,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Zhafran%20Kos%20Putra&query_place_id=ChIJcccG4gnnaC4RUVDYN8y8p_I,Guest house,
Kost Redhome putra,4.5,8,"No.107 A, Jl. Dipati Ukur",Bandung City,West Java,ID,,+62 822-1479-0413,Boarding house,Hostel,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Redhome%20putra&query_place_id=ChIJB5GIYgDnaC4R0VHBqLdO-l4,Boarding house,
Kost Putra Kanayakan Baru 29-A,4.6,11,Jl. Kanayakan Baru No.29-A,Bandung City,West Java,ID,,+62 821-2602-4806,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Kanayakan%20Baru%2029-A&query_place_id=ChIJVwRtrvPnaC4RUNOHTSDcMIU,Homestay,
Kos Putra,,,Jl. Tubagus Ismail V No.33,Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putra&query_place_id=ChIJAa6COwDnaC4RWQWmJiet8Wk,Housing complex,
Kost Putra Tubagus Ismail Depan 76A,5,7,Jl. Tubagus Ismail - Depan No.76A,Bandung City,West Java,ID,,+62 812-1301-015,Student housing center,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Tubagus%20Ismail%20Depan%2076A&query_place_id=ChIJv3sexsTnaC4R02vp--_kTR0,Student housing center,
Kos Ibu Halimah Terima Kos Putra/Putri Harian/Bulanan,3.2,14,Jl. Sukagalih Jl. Sederhana No.19,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Ibu%20Halimah%20Terima%20Kos%20Putra%2FPutri%20Harian%2FBulanan&query_place_id=ChIJo_N4swvnaC4ReCHBIUGOH8A,Homestay,
Kost Putra Ciheulang Baru 3,4.9,8,Jl. Ciheulang Baru No.3,Bandung City,West Java,ID,,+62 22 2502707,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Ciheulang%20Baru%203&query_place_id=ChIJD6fokP_maC4RATjgw_vTAu0,Boarding house,
Kost Bu Nani,4.6,16,"Sebelah warung seblak adils,kosan warna putih, Jl. Cisitu Lama No.78",Bandung City,West Java,ID,,+62 821-2984-8625,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Nani&query_place_id=ChIJQ2AKZPrmaC4RBNff4FYLgYQ,Homestay,
Kostan putra Bangbayang 22,5,7,Jl. Bangbayang No.22,Bandung City,West Java,ID,,+62 858-8566-2674,Youth hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kostan%20putra%20Bangbayang%2022&query_place_id=ChIJI8LDAOvnaC4RJ_Y63PgXzRg,Youth hostel,
Kost Putra Muslim,5,2,"4J96+4PG, Jl. Cisitu Lama",Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Muslim&query_place_id=ChIJBUPPbwDnaC4RF7DsPgH3FEI,Housing complex,
kost putra Ganesha,5,9,Jl. Kanayakan Blk. A No.14,Bandung City,West Java,ID,,+62 812-1952-7842,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20putra%20Ganesha&query_place_id=ChIJaVEuwoHnaC4RRxhiUVg0yaY,Hostel,
Kost Putra Pavilion 2,4.4,23,Jl. Ciheulang Baru No.9,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Pavilion%202&query_place_id=ChIJ-_u6X_znaC4R2JA7goiqL7k,Boarding house,
Kost Putra Gagak 130 Pusat Kota Bandung,4.4,13,Jl. Gagak No.130,Bandung City,West Java,ID,,+62 812-2051-6114,Student dormitory,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Gagak%20130%20Pusat%20Kota%20Bandung&query_place_id=ChIJ8zGmaqvnaC4RWGgidvBEtLM,Student dormitory,
Kost blueberry,3.7,3,Jl. Rancakendal No.96C,Bandung City,West Java,ID,,+62 853-2018-1155,Student dormitory,Homestay,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20blueberry&query_place_id=ChIJS7LUSdXnaC4RLW9GV6_zYKY,Student dormitory,
Kos Dylan Putra,,,Jl. Sekeloa Utara 2 No.4,Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Dylan%20Putra&query_place_id=ChIJMSF0DADnaC4RlseImyr0bzo,Hostel,
Kost Putri Tubagus Ismail V No. 18,5,3,Jl. Tubagus Ismail V No.18,Bandung City,West Java,ID,,+62 813-1545-1987,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Tubagus%20Ismail%20V%20No.%2018&query_place_id=ChIJoxA2uLXnaC4RHqpZQJdsijs,Boarding house,
Kos Wanita Cisitu Dago Bandung,4.9,8,Jl. Cisitu Baru No.70,Bandung City,West Java,ID,,+62 22 82524510,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Wanita%20Cisitu%20Dago%20Bandung&query_place_id=ChIJF9pro_nmaC4RWwYCU7536-k,Lodge,
Kos Putri MY9,4.9,26,Jl. Maulana Yusuf No.9,Bandung City,West Java,ID,,+62 813-2028-5528,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20MY9&query_place_id=ChIJLf2k3E7maC4RaXzCVBOpIiU,Boarding house,
KOST PUTRI DagoAsri III H8 (datang langsung),4.8,4,"Komp. Dago Asri 4, Jl. Dago Asri Raya Jl. Dago Asri III No.H-8",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20DagoAsri%20III%20H8%20(datang%20langsung)&query_place_id=ChIJq98efojnaC4RQAAV6sQ4WXU,Boarding house,
Beranda Sangkuriang Kost Putri,5,31,Jl. Sangkuriang Bawah No.42,Bandung City,West Java,ID,,+62 818-804-864,Residential college,,,,,,,https://www.google.com/maps/search/?api=1&query=Beranda%20Sangkuriang%20Kost%20Putri&query_place_id=ChIJQZy7GQXnaC4RvkJw4NbIQsU,Residential college,
Kos Putri Adipati 10,5,7,Jl. Adipati Kertabumi No.10,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-adipati-10-bandung-wetan-bandung-2,+62 813-2200-4613,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Adipati%2010&query_place_id=ChIJ_Q0cr2fnaC4RUC0sc7BzTWM,Hostel,
Kost Putri Bangbayang,4.6,7,"4J99+PH5, Gg. Bangbayang Timur",Bandung City,West Java,ID,,+62 821-6400-6759,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Bangbayang&query_place_id=ChIJlVKmTj7naC4RRRr4QgnzHhM,Extended stay hotel,
Kos Putri Adelia,5,20,4JC7+XH7,Bandung City,West Java,ID,,+62 853-1490-9921,Lodge,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Adelia&query_place_id=ChIJ_1Xp7R7naC4RcomrlPAyjWY,Lodge,
Kos Clover,4.8,32,Jl. Haur Pancuh No.80,Bandung City,West Java,ID,,+62 811-2345-081,Boarding house,Homestay,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Clover&query_place_id=ChIJfWIX_InnaC4RpKN2VHChPls,Boarding house,
Kos putri C-5 Haurpancuh II,5,1,"4J59+3JH, Jl. Haurpancuh",Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20putri%20C-5%20Haurpancuh%20II&query_place_id=ChIJcUHN2F7naC4RuFRQDUCj5JE,Hostel,
Kost Feels like Home,4.6,10,Jl. Cisitu Baru No.15,Bandung City,West Java,ID,,+62 821-2620-4003,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Feels%20like%20Home&query_place_id=ChIJVx6L__jmaC4RFfMxHL7lsd4,Hotel,
Kost Cisitu Baru No. 7,4.5,12,Jl. Cisitu Baru No.7,Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Cisitu%20Baru%20No.%207&query_place_id=ChIJA1qyIBbnaC4Rkd44TTzdTFw,Lodge,
Kost Putri Sukajadi No 16J,4.6,24,"JNE, Jl Sukajadi Ruko No 16 J Sebelah Zest Hotel Sukajadi",Bandung City,West Java,ID,,+62 812-2005-8098,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Sukajadi%20No%2016J&query_place_id=ChIJFz9_gF3maC4Rw3fzITKTlYs,Boarding house,
Kost Bu Eka,4.9,119,"No.42 B, Jl. Babakan Jeruk 1 No.42B",Bandung City,West Java,ID,https://www.99.co/id/properti/kost-disewa-1jt-sukajadi-1007956432?utm_source=copy-link&utm_medium=social&utm_campaign=ldp,+62 895-4013-45070,Hostel,Extended stay hotel,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Eka&query_place_id=ChIJgQDBsZvnaC4ROdkFi33AIPs,Hostel,
Kost Ibu Yadi Gojali Tipe B Sukajadi Bandung,5,11,Jl. Sukagalih Gg Hj Gojali No.215 RT 05,Bandung City,West Java,ID,https://kostibuyadi.web.app/,+62 815-4315-6708,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Yadi%20Gojali%20Tipe%20B%20Sukajadi%20Bandung&query_place_id=ChIJ440v5crnaC4RCod2us0z7Vk,Boarding house,
Kost Bukit Sari 9, dekat UNPAR ITB - Kos Mahasiswa,3.9,37,Jl. Bukit Sari No.9,Bandung City,West Java,ID,https://sites.google.com/view/kostbukitsari,+62 812-2106-000,Student dormitory,Extended stay hotel,Furnished apartment building,Homestay,Student housing center,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bukit%20Sari%209%2C%20dekat%20UNPAR%20ITB%20-%20Kos%20Mahasiswa&query_place_id=ChIJh_Sk0fPmaC4R1UHbKu0OY-U,Student dormitory
Graha Setiabudi Bandung Kostan,4.8,140,"Jl. Dr. Setiabudi No.80A, RT.03/RW.04",Bandung City,West Java,ID,https://sites.google.com/view/grahasetiabudi/home,+62 858-7188-0037,Student dormitory,Boarding house,Hostel,Lodge,Youth hostel,,,https://www.google.com/maps/search/?api=1&query=Graha%20Setiabudi%20Bandung%20Kostan&query_place_id=ChIJfaaPdvHnaC4RYo1ejn7sR1o,Student dormitory,
Kost e Akhmadi ITB,4.6,14,Gg. Cisitu Lama IV No.154,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20e%20Akhmadi%20ITB&query_place_id=ChIJ-7qlGq7naC4RMQlqTAorQY4,Boarding house,
Kost D'Shaf,4.9,16,Jl. Kb. Bibit Barat No.41 D,Bandung City,West Java,ID,,+62 878-7828-6937,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20D'Shaf&query_place_id=ChIJA4Xglm_naC4Ri_D7C3WHQDE,Hostel,
Kost H Iyus,4.8,13,"Gg. Bongkaran No.174B/25, RT.06/RW.15",Bandung City,West Java,ID,,+62 877-2251-8088,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20H%20Iyus&query_place_id=ChIJgUOQrjDnaC4ReRQ_uryM2_4,Boarding house,
Kostan Pak Anto,4.4,25,Jl. Sirnamanah Gg. Aki Nari No.2/181,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-pak-anto-tipe-a-sukajadi-bandung,+62 815-6395-3220,Lodge,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=Kostan%20Pak%20Anto&query_place_id=ChIJn_REo73naC4RWP8Azh0Pwz4,Lodge,
Kost D'Homey,4.9,22,"Puri Syailendra, Jl. Terusan Setraria 2 Komplek No.32",Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-campur-eksklusif-kost-dhomey-1-tipe-a-sukajadi-bandung-1,+62 811-8325-758,Boarding house,Hotel,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20D'Homey&query_place_id=ChIJpc1i6-rnaC4RbtousAOZ2q8,Boarding house,
Kost Pondok Teratai dekat UNPAR & ITB,4.9,20,,Bandung City,West Java,ID,,,Lodge,Lodging,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%20Teratai%20dekat%20UNPAR%20%26%20ITB&query_place_id=ChIJR-CN0jDnaC4RWjIRqheFn88,Lodge,
Kost Modern,4.3,125,Jl. Gegerkalong Tengah No.20,Bandung City,West Java,ID,,+62 817-622-868,Extended stay hotel,Homestay,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Modern&query_place_id=ChIJgzh1DJbmaC4R6VwgO-7TZ3Y,Extended stay hotel,
Kost Pa Agus,4.6,50,"Jl. Gegerkalong Girang No.47 G 6, RT.6/RW.3",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pa%20Agus&query_place_id=ChIJCS_c9Z_naC4Rx8E7_pPBxkU,Boarding house,
Ivan Kost,4,22,Jl. Cihampelas No.302,Bandung City,West Java,ID,,+62 812-2266-621,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Ivan%20Kost&query_place_id=ChIJn8O1cvbmaC4Rg4uO41Ew4jY,Extended stay hotel,
Kost Favorite,4.5,70,Jl. Prof. drg. Soeria Soemantri No.63A,Bandung City,West Java,ID,,+62 878-2147-7828,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Favorite&query_place_id=ChIJkWK4PIfmaC4RLHL8Ff2uM-M,Guest house,
Kosan Ibu Ikah,4.9,17,"4HRV+R97, Jl. Negla",Bandung City,West Java,ID,,+62 821-3078-3554,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Ibu%20Ikah&query_place_id=ChIJefyn6rnmaC4RX9r6RlWH468,Extended stay hotel,
Kos Putra / Putri Pancaniti 273,5,1,Gg. Pancaniti No.273,Bandung City,West Java,ID,,+62 877-3357-4336,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putra%20%2F%20Putri%20Pancaniti%20273&query_place_id=ChIJAVY61uXnaC4RitiL7KH_c2U,Boarding house,
Kost Tengku Angkasa,4.6,12,Jl. Tengku Angkasa No.38,Bandung City,West Java,ID,,+62 813-2064-3065,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Tengku%20Angkasa&query_place_id=ChIJB8474VPmaC4Rbo8uIuDqPME,Extended stay hotel,
Kost Cisitu Baru No. 2,3.6,10,Jl. Cisitu Baru No.2,Bandung City,West Java,ID,,+62 896-6823-3421,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Cisitu%20Baru%20No.%202&query_place_id=ChIJg5bEAvnmaC4RGUumqEEYQDQ,Guest house,
kost dago asri blok c no 17a,4.5,13,"C No.17, Jl. Dago Asri",Bandung City,West Java,ID,,+62 852-6564-9001,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20dago%20asri%20blok%20c%20no%2017a&query_place_id=ChIJJzzjYOPmaC4R-9lxed3tN-M,Boarding house,
Cool Kost Bandung Murah,4.4,60,Jl. Tubagus Ismail VIII Atas No.38,Bandung City,West Java,ID,https://kostbandungmurah.com/,+62 822-6149-1981,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Cool%20Kost%20Bandung%20Murah&query_place_id=ChIJ7Y_rXSTnaC4RTEv04ptD8Mo,Boarding house,
INFO-Kost,4.5,17,Jl. Tubagus Ismail,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=INFO-Kost&query_place_id=ChIJQ_iH2v7maC4RH1A70U_lv8A,Boarding house,
Kost Gagak Satu 25,4.8,37,"NO+WA, Gg. Gagak I No.25",Bandung City,West Java,ID,,+62 812-1476-2069,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Gagak%20Satu%2025&query_place_id=ChIJHbPMw-LnaC4RxDn80U4vuak,Hotel,
Kost Putri Annisa Bandung,4.3,9,Gg. Aki Nari No. 690,Bandung City,West Java,ID,,+62 813-6346-8425,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Annisa%20Bandung&query_place_id=ChIJV4Ql61_maC4RIyvsrVap1DY,Lodge,
KOST PUTRI PAK KUMIS,4.7,3,"Jl. Sekeloa Sel. I Kelurahan No.94, RT.01/RW.02",Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20PAK%20KUMIS&query_place_id=ChIJ676AOfznaC4RaH9jx9DpQ3E,Lodge,
Kost Putri Imah Hejo,5,3,Jl. Ciheulang Baru Gg. II no. 10B,Bandung City,West Java,ID,,+62 856-8760-506,Homestay,Nasi restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Imah%20Hejo&query_place_id=ChIJU9uMgv_maC4RBwdbp5x0r3s,Homestay,
Kost Putri Muslimah,4.5,2,Jl. Sangkuriang No.H-2,Bandung City,West Java,ID,,+62 22 92249966,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Muslimah&query_place_id=ChIJT8qeU_fmaC4RjorB3Q97bj0,Boarding house,
Kos Putri White House,5,15,Jl. Dago Pojok I No.6,Bandung City,West Java,ID,,,Condominium complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20White%20House&query_place_id=ChIJIQUes-PmaC4RPkBeBFLvwZk,Condominium complex,
Kos Puteri Bumi Hejo,3.2,9,Jl. Tamansari No.15,Bandung City,West Java,ID,,,Indoor lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Puteri%20Bumi%20Hejo&query_place_id=ChIJBWfnxUXmaC4R5c8p_fDAX3w,Indoor lodging,
